elapsed_min,day_index,vehicle_count,avg_speed,vehicle_density,ir_lane1,ir_lane2,ir_lane3,ir_lane4,ir_active_lanes,minute_of_hour,hour_sin,hour_cos,vehicle_count_lag1,vehicle_count_lag5,vehicle_count_mean5m,vehicle_count_mean15m,avg_speed_lag1,avg_speed_lag5,avg_speed_mean5m,avg_speed_mean15m,vehicle_density_lag1,vehicle_density_lag5,vehicle_density_mean5m,vehicle_density_mean15m,ir_active_lanes_lag1,ir_active_lanes_lag5,ir_active_lanes_mean5m,ir_active_lanes_mean15m,target_bottleneck,target_level,naive_current_bottleneck
1424,0,143,49.6,71,1,1,0,1,3,44,0.8987940462991671,-0.4383711467890771,131.0,67.0,135.6,123.2,24.5,48.0,32.0,31.326666666666664,81.0,38.0,55.8,61.13333333333333,2.0,0.0,2.0,2.2666666666666666,0,1,0
1425,0,112,49.0,46,1,1,1,1,4,45,0.8968727415326884,-0.44228869021900113,143.0,85.0,141.0,123.73333333333333,49.6,29.5,35.9,32.846666666666664,71.0,56.0,53.8,59.46666666666667,3.0,3.0,2.2,2.4,0,1,0
1426,0,145,20.1,73,1,0,0,0,1,46,0.894934361602025,-0.4461978131098088,112.0,175.0,135.0,125.86666666666666,49.0,35.2,32.88,32.62666666666667,46.0,30.0,62.4,59.13333333333333,4.0,1.0,2.2,2.2666666666666666,0,1,1
1427,0,63,48.6,51,0,1,1,0,2,47,0.8929789434111371,-0.4500984410374348,145.0,144.0,118.8,121.13333333333334,20.1,21.2,38.36,33.99333333333333,73.0,41.0,64.4,56.8,1.0,1.0,2.4,2.2666666666666666,1,2,0
1428,0,149,39.2,56,0,0,0,0,0,48,0.8910065241883679,-0.45399049973954675,63.0,131.0,122.4,119.0,48.6,24.5,41.3,35.16,51.0,81.0,59.4,54.8,2.0,2.0,2.0,2.2,0,1,0
1429,0,138,46.0,63,0,0,0,1,1,49,0.8890171414857364,-0.45787391511695685,149.0,143.0,121.4,122.53333333333333,39.2,49.6,40.58,35.833333333333336,56.0,71.0,57.8,56.666666666666664,0.0,3.0,1.6,2.0,0,1,0
1430,0,128,33.6,38,0,0,0,1,1,50,0.8870108331782218,-0.4617486132350338,138.0,112.0,124.6,124.06666666666666,46.0,49.0,37.5,34.86666666666667,63.0,46.0,56.2,55.06666666666667,1.0,4.0,1.0,1.8666666666666667,0,1,0
1431,0,115,35.5,46,1,1,0,0,2,51,0.8849876374630421,-0.465614520325111,128.0,145.0,118.6,118.46666666666667,33.6,20.1,40.58,35.82000000000001,38.0,73.0,50.8,54.8,1.0,1.0,1.2,1.8,1,3,0
1432,0,99,34.7,67,0,0,1,0,1,52,0.8829475928589269,-0.4694715627858909,115.0,63.0,125.8,119.86666666666666,35.5,48.6,37.800000000000004,36.55333333333333,46.0,51.0,54.0,53.666666666666664,2.0,2.0,1.0,1.7333333333333334,1,2,1
1433,0,131,40.0,43,0,0,0,0,0,53,0.8808907382053855,-0.4733196671848433,99.0,149.0,122.2,121.66666666666667,34.7,39.2,37.96,36.98,67.0,56.0,51.4,53.333333333333336,1.0,0.0,1.0,1.4666666666666666,1,2,0
1434,0,151,24.2,39,1,0,0,0,1,54,0.8788171126619654,-0.47715876025960846,131.0,138.0,124.8,127.26666666666667,40.0,46.0,33.6,35.39333333333333,43.0,63.0,46.6,53.4,0.0,1.0,1.0,1.5333333333333334,0,0,0
1435,0,82,20.9,43,0,0,1,0,1,55,0.8767267557075076,-0.48098876891938785,151.0,128.0,115.6,127.06666666666666,24.2,33.6,31.060000000000002,34.82000000000001,39.0,38.0,47.6,52.53333333333333,1.0,1.0,1.0,1.4,0,1,0
1436,0,183,29.2,79,1,0,0,0,1,56,0.8746197071393959,-0.484809620246337,82.0,115.0,129.2,127.6,20.9,35.5,29.8,34.419999999999995,43.0,46.0,54.2,55.8,1.0,2.0,0.8,1.4,0,1,1
1437,0,53,41.1,70,1,1,0,1,3,57,0.8724960070727973,-0.4886212414969547,183.0,99.0,120.0,121.53333333333333,29.2,34.7,31.079999999999995,35.74666666666667,79.0,67.0,54.8,57.733333333333334,1.0,1.0,1.2,1.5333333333333334,1,2,1
1438,0,81,26.1,51,1,1,0,1,3,58,0.8703556959398997,-0.492423560103467,53.0,131.0,110.0,118.2,41.1,40.0,28.3,35.85333333333333,70.0,43.0,56.4,55.733333333333334,3.0,0.0,1.8,1.6,0,1,1
1439,0,103,40.2,32,0,1,1,1,3,59,0.8681988144891423,-0.49621650367520825,81.0,151.0,100.4,115.53333333333333,26.1,24.2,31.5,35.22666666666667,51.0,39.0,55.0,53.13333333333333,3.0,1.0,2.2,1.6,0,1,0
1440,1,164,49.1,52,0,0,1,0,1,0,0.8660254037844387,-0.49999999999999983,103.0,82.0,116.8,119.0,40.2,20.9,37.14,35.233333333333334,32.0,43.0,56.8,53.53333333333333,3.0,1.0,2.2,1.4,0,1,0
1441,1,80,22.8,35,1,1,1,1,4,1,0.8638355052043956,-0.5037739770455266,164.0,183.0,96.2,114.66666666666667,49.1,29.2,35.86,35.413333333333334,52.0,79.0,48.0,51.0,1.0,1.0,2.8,1.6,0,1,0
1442,1,198,40.2,67,0,1,1,1,3,2,0.8616291604415257,-0.5075383629607043,80.0,53.0,125.2,123.66666666666667,22.8,41.1,35.67999999999999,34.85333333333333,35.0,70.0,47.4,52.06666666666667,4.0,3.0,2.8,1.6666666666666667,0,1,1
1443,1,108,33.3,39,1,0,0,0,1,3,0.8594064115014528,-0.5112930860770519,198.0,81.0,130.6,120.93333333333334,40.2,26.1,37.12,34.46,67.0,51.0,45.0,50.93333333333333,3.0,3.0,2.4,1.7333333333333334,1,2,0
1444,1,134,46.0,52,1,0,1,1,3,4,0.8571673007021124,-0.5150380749100538,108.0,103.0,136.8,120.66666666666667,33.3,40.2,38.28,34.46,39.0,32.0,49.0,50.2,1.0,3.0,2.4,1.8666666666666667,0,1,0
1445,1,160,25.3,31,0,0,0,1,1,5,0.8549118706729465,-0.5187732581605217,134.0,164.0,136.0,122.8,46.0,49.1,33.52,33.906666666666666,52.0,52.0,44.8,49.733333333333334,3.0,1.0,2.4,1.8666666666666667,1,2,0
1446,1,114,40.8,45,1,1,0,1,3,6,0.8526401643540923,-0.5224985647159488,160.0,80.0,142.8,122.73333333333333,25.3,22.8,37.12,34.26,31.0,35.0,46.8,49.666666666666664,1.0,4.0,2.2,1.9333333333333333,0,1,0
1447,1,113,45.1,68,0,1,0,1,2,7,0.8503522249955628,-0.5262139236518697,114.0,198.0,125.8,123.66666666666667,40.8,40.2,38.099999999999994,34.95333333333333,45.0,67.0,47.0,49.733333333333334,3.0,3.0,2.0,2.0,0,1,0
1448,1,174,48.3,84,0,1,0,0,1,8,0.8480480961564261,-0.5299192642332048,113.0,108.0,139.0,126.53333333333333,45.1,33.3,41.1,35.50666666666667,68.0,39.0,56.0,52.46666666666667,2.0,1.0,2.0,2.066666666666667,0,0,1
1449,1,173,40.5,56,0,0,1,1,2,9,0.8457278217039732,-0.5336145159156115,174.0,134.0,146.8,128.0,48.3,46.0,40.0,36.593333333333334,84.0,52.0,56.8,53.6,1.0,3.0,1.8,2.1333333333333333,1,2,0
1450,1,78,34.9,75,1,1,1,1,4,10,0.8433914458128858,-0.5372996083468236,173.0,160.0,130.4,127.73333333333333,40.5,25.3,41.919999999999995,37.526666666666664,56.0,31.0,65.6,55.733333333333334,2.0,1.0,2.4,2.3333333333333335,0,0,1
1451,1,150,38.5,45,1,1,0,1,3,11,0.8410390129643925,-0.5409744713679938,78.0,114.0,137.6,125.53333333333333,34.9,40.8,41.46,38.14666666666666,75.0,45.0,65.6,53.46666666666667,4.0,3.0,2.4,2.466666666666667,1,3,0
1452,1,93,46.1,67,1,1,1,1,4,12,0.8386705679454243,-0.5446390350150268,150.0,113.0,133.6,128.2,38.5,45.1,41.660000000000004,38.48,45.0,68.0,65.4,53.266666666666666,3.0,2.0,2.8,2.533333333333333,0,0,0
1453,1,110,37.1,35,0,1,0,1,2,13,0.8362861558477597,-0.5482932295199137,93.0,174.0,120.8,130.13333333333333,46.1,48.3,39.42,39.21333333333334,67.0,84.0,55.6,52.2,4.0,1.0,3.0,2.466666666666667,1,2,0
1454,1,181,20.9,50,1,0,1,0,2,14,0.8338858220671684,-0.5519369853120578,110.0,173.0,122.4,135.33333333333334,37.1,40.5,35.5,37.92666666666666,35.0,56.0,54.4,53.4,2.0,2.0,3.0,2.4,1,2,1
1455,1,120,47.9,36,1,1,1,0,3,15,0.8314696123025451,-0.5555702330196024,181.0,78.0,130.8,132.4,20.9,34.9,38.1,37.846666666666664,50.0,75.0,46.6,52.333333333333336,2.0,4.0,2.8,2.533333333333333,0,1,0
1456,1,105,40.7,90,1,1,1,0,3,16,0.8290375725550417,-0.5591929034707467,120.0,150.0,121.8,134.06666666666666,47.9,38.5,38.540000000000006,39.04,36.0,45.0,55.6,56.0,3.0,3.0,2.8,2.466666666666667,0,0,1
1457,1,162,40.3,35,0,1,1,1,3,17,0.8265897491271889,-0.5628049276950683,105.0,93.0,135.6,131.66666666666666,40.7,46.1,37.379999999999995,39.04666666666666,90.0,67.0,49.2,53.86666666666667,3.0,4.0,2.6,2.466666666666667,0,1,0
1458,1,175,26.5,65,1,1,0,0,2,18,0.8241261886220155,-0.566406236924833,162.0,110.0,148.6,136.13333333333333,40.3,37.1,35.260000000000005,38.593333333333334,35.0,35.0,55.2,55.6,3.0,2.0,2.6,2.533333333333333,1,2,1
1459,1,68,39.8,65,1,1,0,0,2,19,0.8216469379421637,-0.569996762596303,175.0,181.0,126.0,131.73333333333332,26.5,20.9,39.04,38.18,65.0,50.0,58.2,56.46666666666667,2.0,2.0,2.6,2.466666666666667,0,1,1
1460,1,94,31.8,32,0,0,1,0,1,20,0.8191520442889917,-0.5735764363510462,68.0,120.0,120.8,127.33333333333333,39.8,47.9,35.82000000000001,38.61333333333333,65.0,36.0,57.4,56.53333333333333,2.0,3.0,2.2,2.466666666666667,1,3,0
1461,1,57,39.5,31,1,1,1,0,3,21,0.816641555161679,-0.5771451900372335,94.0,105.0,111.2,123.53333333333333,31.8,40.7,35.58,38.526666666666664,32.0,90.0,45.6,55.6,1.0,3.0,2.2,2.466666666666667,1,2,0
1462,1,143,23.2,35,1,1,1,1,4,22,0.8141155183563192,-0.5807029557109398,57.0,162.0,107.4,125.53333333333333,39.5,40.3,32.16,37.06666666666667,31.0,35.0,45.6,53.4,3.0,3.0,2.4,2.6,1,3,0
1463,1,120,39.7,67,1,0,1,1,3,23,0.8115739819650124,-0.5842496656374342,143.0,175.0,96.4,121.93333333333334,23.2,26.5,34.8,36.49333333333333,35.0,65.0,46.0,52.266666666666666,4.0,2.0,2.6,2.7333333333333334,0,1,1
1464,1,186,50.0,57,0,0,1,0,1,24,0.8090169943749475,-0.587785252292473,120.0,68.0,120.0,122.8,39.7,39.8,36.839999999999996,37.126666666666665,67.0,65.0,44.4,52.333333333333336,3.0,2.0,2.4,2.6666666666666665,0,1,0
1465,1,146,21.4,81,0,1,0,1,2,25,0.8064446042674828,-0.5913096483635821,186.0,94.0,130.4,127.33333333333333,50.0,31.8,34.76,36.22666666666667,57.0,32.0,54.2,52.733333333333334,1.0,1.0,2.6,2.533333333333333,0,1,1
1466,1,118,49.3,83,1,0,0,0,1,26,0.8038568606172174,-0.5948227867513411,146.0,57.0,142.6,125.2,21.4,39.5,36.720000000000006,36.94666666666667,81.0,31.0,64.6,55.266666666666666,2.0,3.0,2.2,2.4,0,1,1
1467,1,137,32.2,89,1,0,1,0,2,27,0.8012538126910609,-0.5983246005706587,118.0,143.0,141.4,128.13333333333333,49.3,23.2,38.519999999999996,36.019999999999996,83.0,35.0,75.4,56.733333333333334,1.0,4.0,1.8,2.2666666666666666,0,1,1
1468,1,93,46.1,45,0,0,1,0,1,28,0.7986355100472927,-0.6018150231520484,137.0,120.0,136.0,127.0,32.2,39.7,39.8,36.62,89.0,67.0,71.0,57.4,2.0,3.0,1.4,2.2,0,1,0
1469,1,188,43.5,63,1,1,0,0,2,29,0.7960020025346222,-0.6052939880428942,93.0,186.0,136.4,127.46666666666667,46.1,50.0,38.5,38.126666666666665,45.0,57.0,72.2,58.266666666666666,1.0,1.0,1.6,2.2,1,2,0
1470,1,60,37.0,46,1,0,0,0,1,30,0.7933533402912352,-0.6087614290087207,188.0,146.0,119.2,123.46666666666667,43.5,21.4,41.620000000000005,37.4,63.0,81.0,65.2,58.93333333333333,2.0,2.0,1.4,2.066666666666667,0,0,0
1471,1,106,42.2,53,1,0,0,0,1,31,0.7906895737438432,-0.6122172800344495,60.0,118.0,116.8,123.53333333333333,37.0,49.3,40.2,37.5,46.0,83.0,59.2,56.46666666666667,1.0,1.0,1.4,1.9333333333333333,0,1,0
1472,1,65,46.4,65,0,0,1,1,2,32,0.788010753606722,-0.6156614753256583,106.0,137.0,102.4,117.06666666666666,42.2,32.2,43.040000000000006,37.906666666666666,53.0,89.0,54.4,58.46666666666667,1.0,2.0,1.4,1.8666666666666667,0,1,0
1473,1,189,32.1,30,1,0,0,1,2,33,0.7853169308807448,-0.6190939493098341,65.0,93.0,121.6,118.0,46.4,46.1,40.24,38.28,65.0,45.0,51.4,56.13333333333333,2.0,1.0,1.6,1.8666666666666667,0,1,0
1474,1,180,29.8,55,1,0,1,0,2,34,0.782608156852414,-0.6225146366376194,189.0,188.0,120.0,125.46666666666667,32.1,43.5,37.5,37.61333333333333,30.0,63.0,49.8,55.46666666666667,2.0,2.0,1.6,1.8666666666666667,1,3,1
1475,1,63,40.0,39,1,1,1,0,3,35,0.7798844830928817,-0.6259234721840591,180.0,60.0,120.6,123.4,29.8,37.0,38.1,38.16,55.0,46.0,48.4,55.93333333333333,2.0,1.0,2.0,2.0,0,1,0
1476,1,140,44.2,56,0,0,0,0,0,36,0.777145961456971,-0.6293203910498373,63.0,106.0,127.4,128.93333333333334,40.0,42.2,38.5,38.473333333333336,39.0,53.0,49.0,57.6,3.0,1.0,1.8,1.8,1,2,0
1477,1,199,42.9,55,0,1,1,0,2,37,0.7743926440821857,-0.632705328562516,140.0,65.0,154.2,132.66666666666666,44.2,46.4,37.8,39.78666666666666,56.0,65.0,47.0,58.93333333333333,0.0,2.0,1.8,1.6666666666666667,0,1,0
1478,1,186,43.9,57,0,1,1,1,3,38,0.7716245833877202,-0.6360782202777637,199.0,189.0,153.6,137.06666666666666,42.9,32.1,40.160000000000004,40.06666666666667,55.0,30.0,52.4,58.266666666666666,2.0,2.0,2.0,1.6666666666666667,1,3,0
1479,1,171,33.1,81,1,1,1,0,3,39,0.7688418320734596,-0.6394390019805847,186.0,180.0,151.8,136.06666666666666,43.9,29.8,40.82,38.940000000000005,57.0,55.0,57.6,59.86666666666667,3.0,2.0,2.2,1.8,1,2,1
1480,1,94,44.5,62,1,0,1,0,2,40,0.7660444431189783,-0.642787609686539,171.0,63.0,158.0,132.6,33.1,40.0,41.720000000000006,40.480000000000004,81.0,39.0,62.2,58.6,3.0,3.0,2.0,1.8,1,2,0
1481,1,148,23.6,57,0,0,1,0,1,41,0.7632324697825288,-0.646123979642964,94.0,140.0,159.6,134.6,44.5,44.2,37.6,38.766666666666666,62.0,56.0,62.4,56.86666666666667,2.0,0.0,2.2,1.8,1,2,1
1482,1,157,36.3,46,0,0,1,1,2,42,0.760405965600031,-0.6494480483301835,148.0,199.0,151.2,135.93333333333334,23.6,42.9,36.279999999999994,39.04,57.0,55.0,60.6,54.0,1.0,2.0,2.2,1.8,1,2,0
1483,1,106,20.2,79,0,1,1,1,3,43,0.7575649843840495,-0.6527597524627226,157.0,186.0,135.2,136.8,36.3,43.9,31.540000000000003,37.31333333333334,46.0,57.0,65.0,56.266666666666666,2.0,3.0,2.2,1.9333333333333333,1,2,1
1484,1,196,29.7,67,0,1,0,0,1,44,0.7547095802227721,-0.6560590289905072,106.0,171.0,140.2,137.33333333333334,20.2,33.1,30.859999999999996,36.39333333333333,79.0,81.0,62.2,56.53333333333333,3.0,3.0,1.8,1.8666666666666667,1,2,1
1485,1,181,31.0,60,0,0,0,0,0,45,0.7518398074789774,-0.6593458151000688,196.0,94.0,157.6,145.4,29.7,44.5,28.159999999999997,35.99333333333333,67.0,62.0,61.8,57.46666666666667,1.0,2.0,1.4,1.8,0,1,1
1486,1,135,31.9,66,0,1,1,1,3,46,0.748955720789002,-0.6626200482157376,181.0,148.0,155.0,147.33333333333334,31.0,23.6,29.82,35.306666666666665,60.0,57.0,63.6,58.333333333333336,0.0,1.0,1.8,1.9333333333333333,1,2,1
1487,1,73,40.9,81,1,0,1,1,3,47,0.7460573750616996,-0.6658816660008342,135.0,157.0,138.2,147.86666666666667,31.9,36.3,30.74,34.940000000000005,66.0,46.0,70.6,59.4,3.0,2.0,2.0,2.0,1,3,1
1488,1,97,31.7,70,0,1,0,0,1,48,0.7431448254773942,-0.6691306063588582,73.0,106.0,136.4,141.73333333333332,40.9,20.2,33.040000000000006,34.91333333333333,81.0,79.0,68.8,62.06666666666667,3.0,3.0,1.6,1.9333333333333333,1,3,1
1489,1,90,33.5,68,0,1,0,1,2,49,0.7402181274868322,-0.6723668074346679,97.0,196.0,115.2,135.73333333333332,31.7,29.7,33.8,35.16,70.0,67.0,69.0,62.93333333333333,1.0,1.0,1.8,1.9333333333333333,0,0,1
1490,1,154,27.1,44,1,1,1,0,3,50,0.7372773368101241,-0.6755902076156602,90.0,181.0,109.8,141.8,33.5,31.0,33.019999999999996,34.3,68.0,60.0,65.8,63.266666666666666,2.0,0.0,2.4,1.9333333333333333,0,1,0
1491,1,148,31.2,57,1,1,1,0,3,51,0.7343225094356858,-0.6788007455329416,154.0,135.0,112.4,142.33333333333334,27.1,31.9,32.879999999999995,33.43333333333333,44.0,66.0,64.0,63.333333333333336,3.0,3.0,2.4,2.1333333333333333,0,1,1
1492,1,89,26.8,84,1,1,1,1,4,52,0.7313537016191706,-0.6819983600624984,148.0,73.0,115.6,135.0,31.2,40.9,30.060000000000002,32.36,57.0,81.0,64.6,65.26666666666667,3.0,3.0,2.6,2.2666666666666666,1,3,1
1493,1,55,22.2,85,0,1,0,1,2,53,0.7283709698824006,-0.6851829903263589,89.0,97.0,107.2,126.26666666666667,26.8,31.7,28.160000000000004,30.913333333333338,84.0,70.0,67.6,67.13333333333334,4.0,1.0,2.8,2.2,1,2,1
1494,1,61,38.1,33,0,0,1,0,1,54,0.7253743710122875,-0.6883545756937541,55.0,90.0,101.4,118.93333333333334,22.2,33.5,29.080000000000002,31.246666666666666,85.0,68.0,60.6,63.93333333333333,2.0,2.0,2.6,2.066666666666667,0,0,0
1495,1,180,40.0,57,0,0,1,0,1,55,0.7223639620597556,-0.6915130557822693,61.0,154.0,106.6,124.66666666666667,38.1,27.1,31.660000000000004,30.946666666666665,33.0,44.0,63.2,63.6,1.0,3.0,2.2,2.0,1,2,0
1496,1,135,38.6,53,0,0,1,1,2,56,0.7193398003386511,-0.6946583704589974,180.0,148.0,104.0,123.8,40.0,31.2,33.14,31.946666666666665,57.0,57.0,62.4,63.333333333333336,1.0,3.0,2.0,2.066666666666667,1,2,0
1497,1,146,33.9,90,1,1,1,1,4,57,0.7163019434246544,-0.69779045984168,135.0,89.0,115.4,123.06666666666666,38.6,26.8,34.56,31.786666666666665,53.0,84.0,63.6,66.26666666666667,2.0,4.0,2.0,2.2,1,2,1
1498,1,107,31.4,58,0,0,1,0,1,58,0.7132504491541816,-0.7009092642998509,146.0,55.0,125.8,123.13333333333334,33.9,22.2,36.4,32.53333333333333,90.0,85.0,58.2,64.86666666666666,4.0,2.0,1.8,2.066666666666667,1,3,1
1499,1,166,45.9,37,0,1,1,0,2,59,0.7101853756232855,-0.7040147244559682,107.0,61.0,146.8,121.13333333333334,31.4,38.1,37.959999999999994,33.61333333333333,58.0,33.0,59.0,62.86666666666667,1.0,1.0,2.0,2.1333333333333333,0,1,0
1500,1,64,35.6,75,1,0,1,1,3,0,0.7071067811865476,-0.7071067811865475,166.0,180.0,123.6,113.33333333333333,45.9,40.0,37.08,33.92,37.0,57.0,62.6,63.86666666666667,2.0,1.0,2.4,2.3333333333333335,0,1,1
1501,1,116,34.4,81,0,0,1,1,2,1,0.7040147244559682,-0.7101853756232854,64.0,135.0,119.8,112.06666666666666,35.6,38.6,36.239999999999995,34.086666666666666,75.0,53.0,68.2,64.86666666666666,3.0,2.0,2.4,2.2666666666666666,0,0,1
1502,1,198,20.8,46,1,1,0,0,2,2,0.700909264299851,-0.7132504491541815,116.0,146.0,130.2,120.4,34.4,33.9,33.620000000000005,32.74666666666666,81.0,90.0,59.4,62.53333333333333,2.0,4.0,2.0,2.2,1,2,1
1503,1,107,30.2,85,1,1,1,0,3,3,0.6977904598416802,-0.7163019434246543,198.0,107.0,130.2,121.06666666666666,20.8,31.4,33.38,32.64666666666667,46.0,58.0,64.8,63.53333333333333,2.0,1.0,2.4,2.3333333333333335,1,2,1
1504,1,117,31.4,30,1,0,0,1,2,4,0.6946583704589975,-0.719339800338651,107.0,166.0,120.4,122.86666666666666,30.2,45.9,30.48,32.50666666666667,85.0,37.0,63.4,61.0,3.0,2.0,2.4,2.3333333333333335,1,2,0
1505,1,95,32.0,52,1,1,0,1,3,5,0.6915130557822695,-0.7223639620597555,117.0,64.0,126.6,118.93333333333334,31.4,35.6,29.76,32.833333333333336,30.0,75.0,58.8,61.53333333333333,2.0,3.0,2.4,2.3333333333333335,0,1,0
1506,1,66,37.4,30,0,1,1,1,3,6,0.6883545756937542,-0.7253743710122874,95.0,116.0,116.6,113.46666666666667,32.0,34.4,30.360000000000003,33.24666666666666,52.0,81.0,48.6,59.733333333333334,3.0,2.0,2.6,2.3333333333333335,1,2,0
1507,1,118,36.0,67,1,0,0,0,1,7,0.685182990326359,-0.7283709698824005,66.0,198.0,100.6,115.4,37.4,20.8,33.4,33.86,30.0,46.0,52.8,58.6,3.0,2.0,2.4,2.1333333333333333,0,0,1
1508,1,112,38.2,82,1,0,1,1,3,8,0.6819983600624986,-0.7313537016191705,118.0,107.0,101.6,119.2,36.0,30.2,35.0,34.92666666666666,67.0,85.0,52.2,58.4,1.0,3.0,2.4,2.2,1,2,1
1509,1,83,42.9,84,1,0,0,1,2,9,0.6788007455329417,-0.7343225094356856,112.0,117.0,94.8,120.66666666666667,38.2,31.4,37.3,35.24666666666667,82.0,30.0,63.0,61.8,3.0,2.0,2.4,2.2666666666666666,1,2,1
1510,1,119,44.4,55,0,1,1,0,2,10,0.6755902076156604,-0.737277336810124,83.0,95.0,99.6,116.6,42.9,32.0,39.779999999999994,35.54,84.0,52.0,63.6,61.666666666666664,2.0,3.0,2.2,2.3333333333333335,1,2,0
1511,1,97,41.5,74,0,1,1,0,2,11,0.672366807434668,-0.7402181274868321,119.0,66.0,105.8,114.06666666666666,44.4,37.4,40.6,35.733333333333334,55.0,30.0,72.4,63.06666666666667,2.0,3.0,2.0,2.3333333333333335,0,1,1
1512,1,104,48.7,36,1,0,1,0,2,12,0.6691306063588585,-0.743144825477394,97.0,118.0,103.0,111.26666666666667,41.5,36.0,43.14,36.72,74.0,67.0,66.2,59.46666666666667,2.0,1.0,2.2,2.2,0,0,0
1513,1,180,20.5,62,0,1,1,0,2,13,0.6658816660008343,-0.7460573750616994,104.0,112.0,116.6,116.13333333333334,48.7,38.2,39.6,35.99333333333334,36.0,82.0,62.2,59.733333333333334,2.0,3.0,2.0,2.2666666666666666,1,3,1
1514,1,178,25.9,52,1,1,1,1,4,14,0.6626200482157377,-0.748955720789002,180.0,83.0,135.6,116.93333333333334,20.5,42.9,36.2,34.66,62.0,84.0,55.8,60.733333333333334,2.0,2.0,2.4,2.4,0,0,1
1515,1,170,20.2,53,1,1,0,1,3,15,0.659345815100069,-0.7518398074789773,178.0,119.0,145.8,124.0,25.9,44.4,31.360000000000003,33.63333333333333,52.0,55.0,55.4,59.266666666666666,4.0,2.0,2.6,2.4,0,1,1
1516,1,167,39.4,43,0,0,0,1,1,16,0.6560590289905073,-0.754709580222772,170.0,97.0,159.8,127.4,20.2,41.5,30.939999999999998,33.96666666666667,53.0,74.0,49.2,56.733333333333334,3.0,2.0,2.4,2.3333333333333335,0,0,0
1517,1,78,46.9,40,1,1,1,1,4,17,0.6527597524627227,-0.7575649843840494,167.0,104.0,154.6,119.4,39.4,48.7,30.580000000000002,35.70666666666667,43.0,36.0,50.0,56.333333333333336,1.0,2.0,2.8,2.466666666666667,1,3,0
1518,1,166,27.3,75,1,1,0,0,2,18,0.6494480483301838,-0.7604059656000308,78.0,180.0,151.8,123.33333333333333,46.9,20.5,31.939999999999998,35.513333333333335,40.0,62.0,52.6,55.666666666666664,4.0,2.0,2.8,2.4,1,3,1
1519,1,175,47.8,37,0,1,0,0,1,19,0.6461239796429642,-0.7632324697825287,166.0,178.0,151.2,127.2,27.3,25.9,36.32,36.60666666666667,75.0,52.0,49.6,56.13333333333333,2.0,4.0,2.2,2.3333333333333335,0,1,0
1520,1,113,21.8,35,1,1,0,1,3,20,0.6427876096865391,-0.7660444431189781,175.0,170.0,139.8,128.4,47.8,20.2,36.64,35.92666666666666,37.0,53.0,46.0,55.0,1.0,3.0,2.2,2.3333333333333335,0,1,0
1521,1,76,48.0,39,0,0,1,1,2,21,0.6394390019805848,-0.7688418320734595,113.0,167.0,121.6,129.06666666666666,21.8,39.4,38.36,36.63333333333333,35.0,43.0,45.2,55.6,3.0,1.0,2.4,2.2666666666666666,1,2,0
1522,1,131,30.5,80,0,0,1,1,2,22,0.6360782202777638,-0.7716245833877201,76.0,78.0,132.2,129.93333333333334,48.0,46.9,35.08,36.266666666666666,39.0,40.0,53.2,56.46666666666667,2.0,4.0,2.0,2.3333333333333335,1,2,1
1523,1,161,23.0,74,1,1,1,0,3,23,0.6327053285625162,-0.7743926440821856,131.0,166.0,131.2,133.2,30.5,27.3,34.220000000000006,35.25333333333333,80.0,75.0,53.0,55.93333333333333,2.0,2.0,2.2,2.3333333333333335,1,2,1
1524,1,50,34.6,44,0,0,1,0,1,24,0.6293203910498374,-0.7771459614569709,161.0,175.0,106.2,131.0,23.0,47.8,31.580000000000002,34.7,74.0,37.0,54.4,53.266666666666666,3.0,1.0,2.2,2.2666666666666666,0,1,0
1525,1,96,27.7,48,1,0,0,1,2,25,0.6259234721840592,-0.7798844830928817,50.0,113.0,102.8,129.46666666666667,34.6,21.8,32.76,33.586666666666666,44.0,35.0,57.0,52.8,1.0,3.0,2.0,2.2666666666666666,1,2,0
1526,1,192,28.5,56,0,0,1,1,2,26,0.6225146366376196,-0.7826081568524139,96.0,76.0,126.0,135.8,27.7,48.0,28.860000000000003,32.72,48.0,39.0,60.4,51.6,2.0,2.0,2.0,2.2666666666666666,0,1,1
1527,1,142,29.2,73,0,1,1,1,3,27,0.6190939493098342,-0.7853169308807447,192.0,131.0,128.2,138.33333333333334,28.5,30.5,28.6,31.42,56.0,80.0,59.0,54.06666666666667,2.0,2.0,2.2,2.3333333333333335,1,2,1
1528,1,64,44.1,73,0,0,1,0,1,28,0.6156614753256584,-0.7880107536067219,142.0,161.0,108.8,130.6,29.2,23.0,32.82,32.99333333333333,73.0,74.0,58.8,54.8,3.0,3.0,1.8,2.2666666666666666,1,2,1
1529,1,177,36.2,35,1,0,0,0,1,29,0.6122172800344496,-0.7906895737438431,64.0,50.0,134.2,130.53333333333333,44.1,34.6,33.14,33.68,73.0,44.0,57.0,53.666666666666664,1.0,1.0,1.8,2.066666666666667,1,2,0
1530,1,192,29.3,69,0,0,1,0,1,30,0.6087614290087209,-0.793353340291235,177.0,96.0,153.4,132.0,36.2,27.7,33.459999999999994,34.28666666666666,35.0,48.0,61.2,54.733333333333334,1.0,2.0,1.6,1.9333333333333333,1,3,1
